text,class,__index_level_0__
"A 26-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Never-married, working as Protective-serv, and have a Own-child relationship.They belong to the White race, are Male",0,28624
"A 20-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Male",0,3114
"A 37-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Other-service, and have a Not-in-family relationship.They belong to the Black race, are Female",0,21717
"A 44-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,33138
"A 26-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Never-married, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Female",0,4769
"A 27-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Adm-clerical, and have a Unmarried relationship.They belong to the White race, are Female",0,16820
"A 49-year-old individual, working in the Self-emp-inc sector, has an education level of Masters. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",0,41719
"A 29-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,40266
"A 23-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",0,41374
"A 36-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Separated, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",0,13816
"A 26-year-old individual, working in the Private sector, has an education level of 12th. They are Never-married, working as Other-service, and have a Unmarried relationship.They belong to the Black race, are Male",0,31021
"A 57-year-old individual, working in the Self-emp-not-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the White race, are Female",0,12200
"A 19-year-old individual, working in the Private sector, has an education level of 12th. They are Never-married, working as Farming-fishing, and have a Own-child relationship.They belong to the White race, are Female",0,24715
"A 35-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Machine-op-inspct, and have a Unmarried relationship.They belong to the Black race, are Female",0,29991
"A 55-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Adm-clerical, and have a Not-in-family relationship.They belong to the White race, are Female",0,31892
"A 28-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Sales, and have a Not-in-family relationship.They belong to the Other race, are Male",0,24872
"A 44-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,44915
